,density,alcohol,quality
2046,0.9982,9.3,5
2047,0.9955,9.6,5
2048,0.9955,9.5,5
2049,0.9958,9.7,7
2050,0.9997,9.7,3
2051,1.0001,8.7,5
2052,1.0001,8.7,5
2053,0.9918,12.4,5
2054,0.9918,12.4,5
2055,0.9931,10.6,6
2056,1.0001,8.7,5
2057,0.9926,12.0,7
2058,0.9966,9.0,5
2059,0.9932,8.8,5
2060,0.9969,9.5,5
2061,0.9925,10.8,6
2062,0.9914,11.4,5
2063,0.996,10.3,5
2064,0.9952,9.5,6
2065,0.9934,9.9,5
2066,0.9939,10.2,5
2067,0.9939,10.2,5
2068,0.9906,11.0,6
2069,0.9901,12.1,7
2070,0.9948,9.1,6
2071,0.995,9.5,6
2072,0.9953,9.5,5
2073,0.9953,9.8,5
2074,0.9952,9.5,6
2075,0.996,10.3,5
2076,0.9948,9.6,5
2077,0.9951,10.2,6
2078,0.9931,10.5,6
2079,0.9962,10.4,4
2080,0.9948,9.6,5
2081,0.9959,10.7,5
2082,0.9962,10.5,6
2083,0.9958,10.6,5
2084,0.9948,9.6,6
2085,0.9948,9.6,6
2086,0.994,9.5,5
2087,0.9942,9.4,6
2088,0.9942,9.8,6
2089,0.9948,9.6,6
2090,0.9964,9.2,5
2091,0.9958,9.5,5
2092,0.9932,9.2,5
2093,0.9986,9.4,5
2094,0.9986,9.4,5
2095,0.9988,9.3,5
2096,0.9953,9.1,5
2097,0.9983,9.5,5
2098,1.0,9.1,6
2099,0.9951,10.6,5
2100,0.9983,9.5,5
2101,0.9906,12.4,6
2102,0.9981,8.7,5
2103,0.9936,8.8,5
2104,0.9951,10.6,5
2105,0.9953,9.1,5
2106,1.0005,9.0,5
2107,0.9972,10.3,6
2108,1.0,9.1,6
2109,0.9969,9.5,6
2110,1.0001,8.8,5
2111,1.0001,8.8,5
2112,1.0001,8.8,5
2113,0.9934,9.9,5
2114,0.9969,9.5,6
2115,1.0001,8.8,5
2116,0.9902,11.7,4
2117,0.993,10.8,5
2118,0.9914,12.0,6
2119,0.9941,10.3,4
2120,0.9967,9.0,5
2121,0.9918,12.2,7
2122,0.998,9.9,5
2123,0.9967,9.0,5
2124,0.9918,12.2,7
2125,0.9957,10.1,5
2126,0.9986,9.3,5
2127,0.9958,9.5,5
2128,0.9948,9.2,6
2129,0.9918,11.7,5
2130,0.9923,11.0,5
2131,0.9998,9.6,6
2132,0.9998,9.6,6
2133,0.9914,11.9,6
2134,0.9939,10.8,6
2135,0.9966,10.1,5
2136,0.995,10.9,6
2137,0.9966,10.1,5
2138,0.994,10.4,5
2139,0.9972,9.2,5
2140,0.9998,9.6,5
2141,0.9998,9.6,5
2142,0.9982,9.0,5
2143,0.9924,11.5,7
2144,0.9972,10.2,6
2145,0.997,9.9,6
2146,0.9954,9.6,6
2147,0.9962,10.6,5
2148,0.9972,9.2,5
2149,0.9921,11.8,6
2150,0.9905,12.2,6
2151,0.9998,9.6,5
2152,0.993,10.6,6
2153,0.9941,10.3,6
2155,0.9962,10.7,5
2156,0.992,11.7,4
2157,0.9922,12.0,6
2158,0.994,10.6,6
2159,0.9897,12.2,4
2160,0.9954,11.0,6
2161,0.99,12.4,7
2162,0.9948,9.4,6
2163,0.9922,12.0,6
2165,0.9944,9.4,5
2166,0.9944,9.4,5
2167,0.9986,9.1,7
2168,0.9986,9.1,7
2169,0.9986,9.1,7
2170,0.9986,9.1,7
2171,0.9986,9.1,7
2172,0.996,9.2,5
2173,0.9999,9.2,5
2174,0.9986,9.1,7
2175,0.9986,9.1,7
2176,0.996,9.2,5
2177,0.9951,9.0,7
2178,0.9999,9.2,5
2179,0.993,10.8,6
2180,0.9982,9.5,6
2181,0.992,11.0,6
2182,0.9963,10.0,5
2183,0.995,9.5,5
2184,0.9956,10.1,6
2185,0.997,9.5,7
2186,0.9936,9.5,5
2187,0.9935,9.5,5
2188,0.9963,9.4,6
2189,0.9967,9.4,6
2190,0.9912,12.7,6
2191,0.9981,9.7,5
2192,0.9966,9.7,6
2193,0.9967,9.4,6
2194,0.9963,9.4,6
2195,0.9935,9.5,5
2196,0.9902,11.7,6
2197,0.99,11.7,6
2198,0.996,9.7,5
2199,0.9966,9.5,6
2200,0.9962,9.1,5
2201,0.994,10.3,6
2202,0.996,9.7,5
2203,0.994,9.9,5
2204,0.9944,9.9,5
2205,0.9974,10.2,5
2206,0.996,12.1,6
2207,0.9922,11.3,7
2208,0.9917,11.4,5
2209,0.9918,12.2,6
2210,0.9936,9.9,7
2211,0.9938,10.3,6
2212,0.9918,12.2,6
2213,0.9939,10.4,6
2214,0.9917,11.4,5
2215,0.9981,9.9,6
2216,0.9941,10.0,5
2217,0.9928,11.5,6
2218,0.9952,10.5,6
2219,0.9898,12.5,7
2220,0.9914,10.5,6
2221,0.9981,9.9,6
2222,0.9957,11.4,7
2223,0.998,9.8,6
2224,0.9957,11.4,7
2225,0.9986,9.2,4
2226,0.9983,8.9,5
2227,0.9982,8.9,5
2228,0.997,9.5,7
2229,0.9947,11.5,6
2230,0.997,9.5,7
2231,0.9947,11.5,6
2232,0.99416,9.5,6
2233,0.99516,9.7,5
2234,0.99496,9.7,5
2235,0.9974,9.5,6
2236,0.99579,9.4,5
2237,0.9983,9.0,4
2238,0.99471,10.6,6
2239,0.9974,9.5,6
2240,0.99644,9.1,5
2241,0.99579,9.4,5
2242,0.99699,8.8,5
2243,0.99758,10.4,5
2244,0.9977,8.9,5
2245,0.99397,10.6,7
2246,0.9983,9.0,4
2247,0.99471,10.6,6
2248,0.99243,10.6,6
2249,0.9962,9.0,5
2251,0.99384,10.5,7
2252,0.99582,9.5,5
2253,0.9962,9.0,5
2254,0.9924,10.4,6
2255,0.99466,10.0,6
2256,0.99212,10.4,5
2257,0.99449,9.0,6
2258,0.99748,9.3,5
2259,0.99449,9.0,6
2260,0.99748,9.3,5
2261,0.99475,9.0,6
2262,0.99189,11.5,6
2263,0.99827,9.0,5
2264,0.99752,10.4,6
2265,0.99827,9.0,5
2266,0.99479,10.6,5
2267,0.99752,10.4,6
2269,1.00047,9.3,6
2270,0.99382,10.5,7
2271,0.99784,9.9,6
2272,0.99486,10.4,6
2273,0.99537,10.1,5
2274,0.99382,10.5,7
2275,0.99838,9.2,4
2276,0.99566,9.4,6
2277,0.99268,10.6,6
2278,0.99566,9.4,6
2279,0.99468,8.7,5
2280,0.9933,10.2,6
2281,0.99307,10.3,6
2282,0.99907,9.5,5
2283,0.99907,9.5,5
2284,0.99907,9.5,5
2285,0.99907,9.5,5
2286,0.99471,9.4,5
2287,0.99471,9.4,5
2288,0.99907,9.5,5
2289,0.99148,12.6,7
2290,0.99383,10.5,7
2291,0.99365,10.8,6
2292,0.99272,9.9,6
2293,0.99148,12.6,7
2294,0.99235,12.2,7
2295,0.99508,10.0,6
2296,0.9946,10.6,7
2297,0.99674,9.5,6
2298,0.99018,12.8,8
2299,0.99235,12.2,7
2300,0.99084,12.6,7
2301,0.99856,9.4,5
2302,0.99591,9.0,5
2303,0.9975,9.1,5
2304,0.9944,9.4,6
2305,0.99173,12.2,7
2306,0.99378,10.0,5
2307,0.99805,9.2,5
2308,0.99534,9.3,5
2309,0.99232,9.8,6
2310,0.99805,9.2,5
2311,0.99078,12.0,7
2312,0.99534,9.3,5
2313,0.99061,12.6,7
2314,0.99182,12.2,6
2315,0.9966,11.0,6
2316,0.9912,12.0,7
2317,0.99779,8.8,5
2318,0.99814,8.9,4
2319,0.99096,12.7,7
2320,0.99379,11.8,6
2321,0.99426,10.2,5
2322,0.99228,9.9,6
2323,0.99335,11.1,6
2324,0.99595,9.4,5
2325,0.99297,9.7,6
2326,0.99687,9.7,5
2327,0.99297,9.7,6
2328,0.99687,9.7,5
2329,0.99445,9.8,5
2330,0.9986,9.3,6
2331,0.99154,10.5,5
2332,0.9981,9.3,6
2333,0.98993,12.6,8
2335,0.99716,10.3,5
2336,0.99437,10.6,5
2337,0.9972,9.0,4
2338,0.99756,9.7,5
2339,0.99509,9.5,6
2340,0.99572,10.3,6
2341,0.99756,9.7,5
2342,0.99175,12.3,8
2343,0.99254,10.5,5
2344,0.99509,9.5,6
2345,0.99676,10.0,6
2346,0.9979,8.8,4
2347,0.99194,10.9,6
2348,0.99077,12.2,6
2349,0.99782,9.5,5
2350,0.99942,10.0,5
2351,0.99708,9.6,6
2352,0.99353,8.7,6
2353,0.99256,10.7,7
2354,0.99199,11.1,6
2355,0.9918,12.5,7
2356,0.99354,10.4,6
2357,0.99244,11.5,5
2358,0.99831,9.4,5
2359,0.99396,9.3,5
2360,0.99724,10.1,6
2361,0.99524,9.7,5
2362,0.9927,10.5,6
2363,0.99802,9.7,5
2364,0.99512,9.2,5
2365,0.99438,9.8,5
2366,0.99679,9.0,5
2367,0.99652,9.1,6
2368,0.99698,10.4,6
2369,0.99474,10.7,6
2370,0.99511,10.5,7
2371,0.99582,9.2,5
2372,0.99125,11.5,4
2373,0.99256,10.4,3
2374,0.9911,12.0,6
2375,0.99168,12.2,6
2376,0.9911,12.0,6
2377,0.99556,9.8,6
2379,0.99516,9.6,4
2380,0.99516,9.5,4
2381,0.99518,10.2,6
2382,0.99347,10.4,8
2383,0.9929,11.0,6
2384,0.99347,10.4,8
2385,0.99841,8.7,5
2386,0.99362,9.9,4
2387,0.99361,9.9,4
2388,0.9914,11.3,4
2389,0.99114,12.0,8
2390,0.9925,10.7,8
2391,0.99453,10.1,6
2392,0.9938,9.6,7
2393,0.9938,9.6,6
2394,0.99806,8.7,5
2395,0.9961,10.3,5
2396,1.00016,9.1,5
2397,0.9916,11.8,6
2398,0.99116,11.9,6
2399,0.99319,10.3,6
2400,0.99517,10.0,4
2401,0.99514,10.2,4
2402,0.99566,10.0,6
2403,0.99166,12.7,6
2404,0.99587,9.6,5
2405,0.99558,9.5,5
2406,0.99117,12.7,6
2407,0.99399,11.0,6
2408,0.99741,9.1,5
2409,0.99405,10.2,4
2410,0.99622,10.1,6
2411,1.00051,9.2,6
2412,0.99803,9.4,4
2413,0.99405,10.2,4
2414,0.99773,9.2,4
2415,0.99397,10.0,5
2416,0.99622,10.1,6
2417,0.99713,9.0,5
2418,0.99274,9.5,5
2419,1.00118,9.1,5
2421,0.9969,9.5,5
2422,0.99771,9.2,5
2423,0.99411,10.1,6
2424,0.99771,9.2,5
2425,0.99411,10.1,6
2426,0.99194,11.2,6
2427,0.99558,9.8,6
2428,0.99194,11.2,6
2429,0.99558,9.8,6
2430,0.99577,9.4,5
2431,0.99564,9.0,5
2432,0.99578,9.4,5
2433,0.99888,8.9,6
2434,1.00014,9.1,6
2435,0.99441,9.8,4
2436,0.99594,9.4,5
2437,0.99437,10.0,6
2438,0.99594,9.4,5
2439,0.9979,9.9,6
2440,0.99434,10.0,5
2441,0.99203,11.5,6
2442,0.998,9.2,5
2443,0.99316,10.0,5
2444,0.998,9.2,5
2445,0.99314,10.0,5
2446,0.99316,10.0,5
2447,0.99612,9.8,6
2448,0.99295,10.5,6
2449,0.99394,10.6,6
2450,0.99642,9.4,5
2451,0.99642,9.4,5
2452,0.99248,11.0,7
2453,0.99268,10.8,6
2454,0.99954,9.0,5
2455,0.99692,9.6,6
2456,0.99592,10.6,6
2457,0.99592,10.6,6
2458,0.99692,9.6,6
2459,0.99822,9.2,5
2460,0.99822,9.2,5
2461,0.99402,9.5,5
2462,0.99404,9.5,5
2463,0.99787,10.3,7
2464,0.99347,8.8,5
2465,0.99838,8.7,5
2466,0.99839,8.7,5
2467,0.99375,10.2,6
2468,0.99155,10.1,6
2469,0.9936,9.5,5
2470,0.99434,9.5,5
2471,0.9922,11.6,7
2472,0.99571,10.7,6
2473,0.99658,10.1,6
2474,0.99076,11.1,7
2475,0.99496,9.8,5
2476,0.9937,9.0,6
2477,0.99076,11.1,7
2478,0.99542,9.5,6
2479,0.99825,9.4,6
2480,0.99289,10.2,5
2481,0.99432,9.8,6
2482,0.99523,9.5,6
2483,0.99542,9.5,6
2484,0.9959,9.0,5
2485,0.99543,10.1,6
2486,0.99662,8.8,5
2487,0.99088,11.9,6
2488,0.99088,11.9,6
2489,0.99922,9.3,6
2490,0.9966,10.0,6
2491,0.99466,9.5,5
2492,0.99922,9.3,6
2493,0.99836,9.7,4
2494,0.99836,9.7,4
2495,0.99238,10.2,5
2496,0.99645,10.8,5
2497,1.0,8.8,5
2498,1.0,8.8,5
2499,0.99376,11.4,6
2500,1.0,8.8,5
2501,0.99513,9.8,5
2502,0.99556,9.4,4
2503,0.99556,9.4,4
2504,0.99543,9.4,6
2505,0.99886,9.4,6
2506,0.99526,9.7,6
2507,0.99166,12.3,7
2508,0.99691,9.8,6
2509,0.99732,9.0,5
2510,0.99573,9.2,6
2511,0.99656,9.4,6
2513,0.99214,9.8,5
2514,0.99165,12.3,7
2515,0.99004,11.9,7
2516,0.99463,10.2,6
2517,0.99683,9.5,6
2518,0.99004,11.9,7
2519,0.99596,9.2,5
2520,0.99898,9.7,5
2521,0.99114,11.5,7
2522,0.99508,10.4,8
2523,0.99306,11.6,5
2524,0.99898,9.7,5
2525,0.99508,10.4,8
2526,0.99114,11.5,7
2527,0.99342,10.2,6
2528,0.99345,9.8,6
2529,0.99772,9.0,5
2530,0.99239,10.5,6
2531,0.99502,9.4,4
2532,0.99502,9.4,4
2533,0.99479,10.8,5
2534,0.99207,10.7,7
2535,0.99497,10.6,6
2536,0.99828,9.2,6
2537,0.99542,9.5,6
2538,0.99542,9.5,6
2539,0.99228,10.0,5
2540,0.99706,10.6,5
2541,0.99497,10.6,6
2542,0.99669,10.6,5
2543,0.99828,9.2,6
2544,0.99269,11.0,6
2545,0.99196,11.2,6
2546,0.99662,9.6,5
2547,0.99475,9.4,5
2548,0.99544,9.5,6
2549,0.99944,9.3,5
2550,0.99475,9.4,5
2551,0.99544,9.5,6
2552,0.9966,9.4,5
2553,0.99066,11.2,7
2554,0.9907,11.2,7
2555,0.99066,11.2,7
2556,0.998,8.8,5
2557,0.9907,11.2,7
2558,0.99066,11.2,7
2559,0.99307,9.4,5
2560,0.99106,11.1,6
2561,0.99696,9.6,5
2562,0.99106,11.1,6
2563,0.99307,9.4,5
2564,0.99167,10.6,6
2565,0.99902,8.9,5
2566,0.98992,12.3,7
2567,0.99182,11.4,5
2568,0.99556,9.6,6
2569,0.99582,10.3,6
2570,0.99182,11.4,5
2571,0.98972,12.1,6
2572,0.99352,9.9,5
2573,0.9946,9.7,5
2574,0.99273,10.5,5
2575,0.99628,8.9,6
2576,0.99582,9.4,5
2577,0.99553,9.6,5
2578,0.98914,12.6,7
2579,0.99354,9.2,6
2581,0.99808,9.0,7
2582,0.99808,9.0,7
2583,0.99808,9.0,7
2584,0.99808,9.0,7
2585,0.99808,9.0,7
2586,0.99808,9.0,7
2588,0.99808,9.0,7
2589,0.99499,9.7,4
2590,0.99655,10.1,6
2591,0.99615,11.0,7
2592,0.99296,10.8,5
2593,0.99482,10.8,5
2594,0.99079,13.5,7
2595,0.99366,10.6,5
2596,0.99434,9.8,5
2597,0.98958,11.7,6
2598,0.99434,9.8,5
2599,0.99938,9.0,6
2600,0.99059,11.3,7
2601,0.99835,9.4,5
2602,0.98958,11.7,6
2603,0.99159,11.3,7
2604,0.99159,11.3,7
2605,0.98931,12.0,6
2606,0.9938,10.6,6
2607,0.99558,10.8,6
2608,0.99563,10.8,6
2609,0.98931,12.0,6
2610,0.99691,9.4,5
2611,0.9959,9.4,5
2612,0.99159,11.3,7
2613,0.99628,9.4,5
2614,0.99076,12.0,5
2615,0.99678,10.3,7
2616,0.99678,10.3,7
2617,0.99678,10.3,7
2618,0.99089,11.3,7
2619,0.99537,9.4,6
2620,1.0002,8.7,5
2621,0.99628,9.4,5
2622,0.99089,11.3,7
2623,0.99678,10.3,7
2624,0.99076,12.0,5
2626,0.99316,10.4,7
2627,0.99272,10.7,7
2628,0.99636,10.2,6
2629,0.99202,10.9,5
2630,0.99148,10.5,6
2631,0.99064,11.7,7
2633,0.99773,9.0,5
2634,1.00013,8.7,5
2635,0.98974,12.8,6
2636,0.99773,9.0,5
2637,1.00013,8.7,5
2638,0.99112,11.8,6
2639,0.99136,11.6,6
2640,0.99132,11.8,6
2641,0.99642,10.6,5
2642,0.99488,9.7,5
2643,0.99527,10.3,5
2644,0.99578,10.2,6
2645,0.99352,10.1,7
2646,0.99199,10.9,7
2648,0.99756,10.2,6
2649,0.99578,10.2,6
2650,0.99561,9.5,5
2651,0.99347,9.3,5
2652,0.98936,12.9,7
2653,0.99786,8.7,5
2654,0.99705,9.4,5
2655,0.9942,10.1,5
2656,0.9948,10.0,4
2657,0.99116,11.1,7
2658,0.99688,10.3,7
2659,0.98974,12.2,6
2660,0.99542,9.3,6
2661,0.99154,11.3,6
2662,0.99118,10.8,6
2663,0.99044,11.2,8
2664,0.9914,12.5,7
2665,0.9979,9.3,5
2666,0.98892,12.9,7
2667,0.99114,11.2,7
2668,0.99188,12.6,6
2669,0.99583,9.3,5
2670,0.98892,12.9,7
2671,0.98892,12.9,7
2672,0.99704,9.5,7
2673,0.9911,11.9,6
2674,0.99334,10.3,7
2675,0.99334,10.3,7
2676,0.99094,11.2,6
2677,0.99014,12.0,6
2678,0.99304,9.6,5
2679,0.99652,9.2,6
2680,0.98944,12.9,6
2681,0.99772,9.3,6
2682,0.99367,12.1,6
2683,0.99304,9.6,5
2684,0.99183,11.2,6
2685,0.99126,11.2,7
2686,0.98944,12.9,6
2687,0.99577,9.2,5
2688,0.99772,9.3,6
2689,0.99652,9.2,6
2690,0.99428,9.3,6
2691,0.99388,10.7,6
2692,0.99208,9.8,6
2693,0.99256,10.3,6
2694,0.99388,10.7,6
2695,0.9925,11.3,6
2696,0.99904,8.8,6
2697,0.99216,10.8,5
2698,0.99208,9.8,6
2699,0.99428,9.3,6
2700,0.99165,11.5,7
2701,0.99924,8.8,5
2702,0.99924,8.8,5
2703,0.99924,8.8,5
2704,0.9956,9.4,6
2705,0.99562,9.4,6
2706,0.9972,9.6,6
2707,0.99924,8.8,5
2708,0.9958,9.3,6
2709,0.99976,8.9,5
2710,0.99976,8.9,5
2711,0.99296,10.0,5
2712,0.9957,9.1,5
2713,0.9958,9.3,6
2714,0.99579,9.4,6
2715,0.99541,10.1,6
2716,0.99976,8.9,5
2717,0.99518,10.8,6
2718,0.99168,10.0,6
2719,0.99276,10.9,6
2720,0.99085,12.0,7
2721,0.99873,9.3,5
2722,0.99172,12.3,7
2723,0.99312,10.4,6
2724,0.99276,10.9,6
2725,0.9972,10.5,5
2726,0.99278,9.8,6
2728,0.9962,9.9,6
2729,0.99053,11.4,7
2730,0.99858,9.2,5
2731,0.9984,9.7,5
2732,0.99335,10.0,5
2733,0.99053,11.4,7
2734,0.9949,10.3,6
2735,0.9962,9.9,6
2737,0.99532,9.8,7
2738,0.99727,9.3,5
2739,0.99026,12.4,7
2740,0.99668,9.3,6
2741,0.99727,9.3,5
2742,0.9952,9.5,6
2743,0.99144,10.5,6
2744,0.99144,10.5,6
2745,0.99015,12.8,7
2746,0.9914,10.8,6
2747,0.99693,10.0,6
2748,0.99035,11.8,8
2749,0.99693,10.0,6
2750,0.99035,11.8,8
2751,0.99006,12.0,6
2752,0.99126,12.6,6
2753,0.98994,11.9,8
2755,0.9971,9.2,5
2756,0.99882,10.0,6
2757,0.99477,9.2,5
2758,0.99478,9.3,6
2759,0.99576,10.2,6
2760,0.99578,10.2,6
2761,0.99354,8.7,5
2762,0.99244,10.7,5
2763,0.99084,12.1,6
2764,0.99612,9.5,6
2765,0.99356,11.2,6
2766,0.98952,12.0,6
2767,0.99612,9.5,6
2768,0.99084,12.1,6
2769,0.99244,10.7,5
2770,0.99955,8.8,7
2771,0.99374,10.8,6
2772,0.9892,13.1,7
2773,0.99144,12.5,7
2774,0.99352,11.7,8
2775,0.99352,11.7,8
2776,0.9935,11.6,8
2777,0.99237,11.3,6
2778,0.99144,12.5,7
2779,0.99022,11.4,5
2780,0.99032,12.2,5
2782,0.99587,10.4,6
2783,0.99587,10.4,6
2784,0.99587,10.4,6
2785,0.99976,9.1,5
2786,0.99354,12.2,6
2787,0.99976,9.1,5
2788,0.99552,9.4,5
2789,0.99552,9.4,5
2790,0.99587,10.4,6
2791,0.99604,9.2,5
2792,0.99584,9.4,5
2793,0.98894,13.5,7
2794,0.9963,9.4,5
2795,0.993,10.9,8
2796,0.98894,13.5,7
2797,0.9963,9.4,5
2798,0.99068,11.4,7
2799,0.98964,12.4,7
2800,0.99604,9.2,5
2801,0.99584,9.4,5
2802,0.9923,10.5,6
2803,0.99437,11.5,8
2804,0.993,10.9,8
2805,0.99238,10.8,6
2806,0.99801,8.9,5
2807,0.99802,8.9,5
2808,0.99566,9.4,6
2809,0.99067,12.2,7
2810,0.99066,12.1,7
2811,0.9929,10.9,5
2812,0.9934,10.1,6
2813,0.99067,12.2,7
2814,0.98912,13.0,7
2815,0.99066,11.0,5
2816,0.99228,10.8,5
2817,0.98912,13.0,7
2818,0.9958,9.3,4
2819,0.99052,11.4,6
2820,0.99312,9.2,5
2821,0.9968,9.9,5
2822,0.99502,10.5,5
2823,0.99084,12.4,6
2824,0.99573,9.5,6
2825,0.99256,10.5,6
2826,0.9959,9.1,6
2827,0.99084,11.5,7
2828,0.99084,11.5,7
2829,0.99644,11.2,5
2830,0.99526,10.8,5
2831,0.9954,9.4,5
2832,0.99095,11.0,6
2833,0.99188,11.3,7
2834,0.9909,11.2,6
2835,0.99256,10.5,6
2836,0.9959,9.1,6
2837,0.99581,10.4,6
2838,0.99132,11.2,7
2840,0.99136,11.2,6
2841,0.99142,10.5,6
2842,0.99232,10.0,6
2843,0.99232,10.0,6
2844,0.993,10.9,5
2845,0.99311,10.9,7
2846,0.99132,11.2,7
2847,0.98993,11.7,5
2848,0.99208,10.0,5
2849,0.99776,9.5,5
2850,0.99839,9.0,5
2851,0.99574,10.0,5
2852,0.99093,11.9,5
2853,0.99156,10.6,6
2854,0.99278,11.0,6
2855,0.9924,11.2,7
2856,0.98984,12.0,7
2857,0.99035,12.6,8
2858,0.9924,11.2,7
2859,0.99165,10.5,6
2860,0.9923,10.2,6
2861,0.99278,11.0,6
2862,0.99008,12.2,6
2863,0.98964,12.3,6
2864,0.99156,10.6,6
2866,0.98984,12.0,7
2867,0.9889,12.7,7
2868,0.99178,10.6,5
2869,0.99076,12.3,6
2870,0.9889,12.7,7
2871,0.99046,11.4,6
2872,0.98999,12.0,7
2873,0.98946,12.4,8
2874,0.98976,12.1,7
2875,0.99046,11.4,6
2876,0.99672,10.7,5
2877,0.99482,9.3,5
2878,0.98945,12.7,6
2880,0.99362,10.7,5
2881,0.99075,11.8,7
2882,0.99436,9.9,5
2883,0.98988,13.4,7
2884,0.99158,12.8,7
2886,0.99195,10.5,5
2887,0.99168,11.5,5
2888,0.9918,10.5,4
2890,0.9895,12.4,8
2891,0.9932,10.2,6
2892,0.99848,9.0,5
2893,0.9909,12.0,7
2894,0.99014,11.7,7
2895,0.9952,10.0,5
2896,0.99652,10.3,5
2897,0.99848,9.0,5
2898,0.99104,11.1,5
2899,0.99772,9.0,5
2900,0.9922,10.5,6
2901,0.99076,11.9,7
2902,0.99622,9.4,5
2903,0.9902,11.4,6
2904,0.99114,10.8,7
2905,0.9938,9.8,5
2906,0.99594,9.3,5
2907,0.9902,11.4,6
2908,0.99035,11.3,6
2909,0.99032,11.3,6
2910,0.99558,9.5,5
2911,0.99622,9.4,5
2912,0.99076,11.9,7
2913,0.99413,9.3,5
2914,0.99043,11.4,6
2915,0.99043,11.4,6
2916,0.98982,12.7,6
2917,0.98934,13.5,7
2918,0.9902,11.2,6
2919,0.99449,10.7,5
2920,0.99629,10.8,4
2921,0.9948,10.5,6
2922,0.98984,13.0,8
2923,0.99326,10.8,6
2924,0.99834,9.1,6
2925,0.99555,10.1,5
2926,0.98975,11.9,8
2927,0.99216,12.0,7
2928,0.99216,12.0,7
2929,0.99834,9.1,6
2930,0.9901,11.6,8
2931,0.98975,11.9,8
2932,0.99573,10.2,6
2933,0.99326,10.8,6
2934,0.99215,9.8,5
2935,0.98993,11.4,4
2936,0.99218,9.8,5
2937,0.99555,10.1,5
2938,0.99564,9.8,8
2939,0.99564,9.8,8
2940,0.99397,10.7,6
2941,0.99576,10.6,5
2942,0.99601,9.3,5
2943,0.99564,9.8,8
2944,0.99397,10.7,6
2946,0.99308,11.0,6
2947,0.99308,11.0,6
2948,0.99582,9.4,6
2949,0.99494,9.0,6
2950,0.9929,9.0,5
2951,0.99471,10.0,5
2952,0.9929,9.0,5
2953,0.9929,9.0,5
2954,0.99037,12.4,7
2955,0.99304,11.3,5
2956,0.99026,12.0,6
2957,0.98986,11.7,6
2958,0.99471,10.0,5
2959,0.98951,13.2,7
2960,0.99634,11.0,7
2961,0.99368,11.0,6
2962,0.99792,9.2,5
2963,0.99026,13.0,7
2964,0.99362,10.6,5
2965,0.98919,13.0,8
2966,0.99835,9.0,6
2967,0.99835,9.0,6
2968,0.99038,11.5,5
2969,0.99104,11.0,6
2970,0.99038,11.5,5
2971,0.99286,9.9,5
2972,0.99296,10.4,6
2973,0.99835,9.0,6
2974,0.9954,9.9,6
2975,0.9914,11.0,6
2976,0.99286,12.1,6
2977,0.99604,9.7,6
2978,0.99604,9.7,6
2979,0.99119,12.2,7
2980,0.99007,12.4,7
2981,0.99507,10.5,7
2982,0.99596,10.4,6
2983,0.99011,12.0,6
2984,0.99184,12.7,6
2985,0.99469,10.9,7
2986,0.99469,10.9,7
2987,0.99406,10.9,7
2988,0.99305,11.4,7
2989,0.99096,11.0,6
2990,0.98956,12.6,7
2991,0.9921,11.6,7
2992,0.99496,10.5,7
2993,0.99406,10.9,7
2994,0.99406,10.9,7
2995,0.9888,12.5,6
2996,0.98942,12.1,8
2997,0.99082,11.3,6
2998,0.98802,13.3,7
2999,0.99406,10.9,7
3000,0.99469,10.9,7
3001,0.99496,10.5,7
3002,0.9921,11.6,7
3003,0.99305,11.4,7
3004,0.99074,11.0,6
3005,0.98968,12.1,6
3006,0.99096,11.0,6
3007,0.98956,12.6,7
3008,0.9887,13.0,7
3009,0.99941,8.8,6
3010,0.99388,9.5,5
3011,0.99206,11.8,6
3012,0.99035,12.2,6
3013,0.99581,10.7,6
3015,0.99362,11.4,6
